estacion_origen,estacion_destino,dni_usuario,hora_retiro,tiempo_de_uso,hora_de_llegada,id_bici
161,74,5187030,16:58:15,00:23:39,17:21:54,6978
163,185,3892850,16:47:11,00:35:01,17:22:12,8419
95,95,4550650,16:14:22,01:08:44,17:23:06,4507
200,1,5005710,17:05:39,00:18:09,17:23:48,3040
33,113,5313860,17:01:34,00:22:20,17:23:54,2971
146,157,5882120,17:12:31,00:11:29,17:24:00,5060
200,200,6248700,17:11:17,00:13:04,17:24:21,1979
146,178,6434870,17:08:34,00:16:00,17:24:34,6269
76,88,6394240,17:17:27,00:07:20,17:24:47,1073
116,55,5664250,17:00:50,00:24:19,17:25:09,7792
156,44,5440160,16:29:00,00:56:25,17:25:25,6516
1,1,5585920,17:16:40,00:08:56,17:25:36,2978
149,82,5965780,16:46:55,00:38:46,17:25:41,4375
125,25,4883640,17:15:16,00:10:35,17:25:51,6868
161,174,5965780,17:03:22,00:22:43,17:26:05,7364
115,33,5313860,17:12:20,00:13:54,17:26:14,3968
116,55,5664250,17:05:14,00:21:15,17:26:29,4087
160,160,2872630,16:28:39,00:58:02,17:26:41,4474
8,55,5126030,15:34:59,01:51:52,17:26:51,5637
109,20,5097280,17:14:28,00:12:27,17:26:55,3732
24,116,6248700,17:05:30,00:21:36,17:27:06,3279
40,17,5187030,17:00:11,00:27:14,17:27:25,6170
111,111,5520960,15:40:32,01:47:23,17:27:55,5876
133,102,5097280,17:20:38,00:07:55,17:28:33,5830
12,1,5313860,17:18:19,00:10:33,17:28:52,2951
57,32,5923390,17:18:15,00:11:12,17:29:27,6752
50,25,4883640,17:17:07,00:12:49,17:29:56,6902
14,124,5158790,17:01:40,00:28:56,17:30:36,7835
12,1,5313860,17:19:45,00:11:26,17:31:11,4532
93,150,5817340,16:55:30,00:36:54,17:32:24,6309
25,70,4883640,17:24:14,00:08:14,17:32:28,3999
185,76,3892850,16:57:17,00:35:16,17:32:33,4598
166,26,5664960,16:42:02,00:51:16,17:33:18,5455
33,1,5313860,17:17:16,00:16:03,17:33:19,2450
21,191,5509730,16:51:36,00:41:56,17:33:32,7578
57,129,5641780,16:54:26,00:39:11,17:33:37,1470
32,17,5187030,17:06:06,00:27:41,17:33:47,2168
69,194,5965780,17:18:02,00:16:02,17:34:04,7630
27,135,5529760,17:03:19,00:31:03,17:34:22,2210
125,25,4883640,17:24:35,00:09:58,17:34:33,8940
107,155,5605040,16:59:11,00:35:54,17:35:05,4997
1,97,3892850,16:37:31,00:57:42,17:35:13,4324
152,152,5076640,16:38:36,00:56:59,17:35:35,1574
97,76,3892850,17:00:43,00:35:09,17:35:52,1299
40,17,5187030,17:10:01,00:25:56,17:35:57,4031
21,174,5605040,17:00:40,00:35:20,17:36:00,8727
150,168,6200670,17:27:15,00:09:00,17:36:15,2460
84,169,5529760,17:22:33,00:13:45,17:36:18,5445
113,1,5313860,17:07:59,00:28:45,17:36:44,7751
155,107,5605040,17:13:41,00:23:46,17:37:27,7981
8,42,5783160,17:28:04,00:09:28,17:37:32,2342
146,157,5882120,17:26:45,00:10:49,17:37:34,6138
8,25,4883640,17:10:41,00:27:49,17:38:30,3722
83,149,5925780,17:21:08,00:17:24,17:38:32,2933
132,5,5735920,16:42:27,00:56:16,17:38:43,3862
104,47,1895160,16:58:24,00:40:54,17:39:18,6564
70,17,5187030,17:28:30,00:11:02,17:39:32,6934
113,1,5313860,17:02:06,00:37:53,17:39:59,2267
33,115,5313860,17:28:03,00:12:14,17:40:17,6581
28,185,3892850,17:25:00,00:15:17,17:40:17,7877
69,82,6040450,17:17:35,00:22:45,17:40:20,4596
19,32,5842960,17:26:00,00:14:21,17:40:21,4248
33,1,5313860,17:19:08,00:21:51,17:40:59,8626
46,75,5158790,17:16:27,00:24:33,17:41:00,8981
76,58,6042050,17:00:23,00:41:13,17:41:36,6214
37,17,5187030,17:21:04,00:20:36,17:41:40,6309
166,1,5313860,17:32:16,00:09:36,17:41:52,6483
33,46,5170700,17:12:35,00:30:23,17:42:58,5917
94,76,5955230,17:18:02,00:25:03,17:43:05,3467
191,191,5509730,16:33:04,01:10:12,17:43:16,5495
32,17,5187030,17:18:08,00:25:09,17:43:17,6972
163,97,3892850,17:16:37,00:26:44,17:43:21,2247
33,1,5313860,17:26:16,00:17:22,17:43:38,5209
6,135,6234420,17:15:13,00:28:35,17:43:48,4355
30,1,5313860,17:31:57,00:12:56,17:44:53,2310
59,90,6471060,17:18:48,00:26:12,17:45:00,2066
194,5,5351960,15:05:08,02:39:53,17:45:01,1100
21,199,5605040,14:52:39,02:52:33,17:45:12,5885
56,1,5313860,17:15:53,00:29:26,17:45:19,6415
131,42,5783160,17:21:26,00:23:56,17:45:22,7567
54,17,5187030,17:37:49,00:07:46,17:45:35,6290
9,17,5440160,17:26:34,00:19:03,17:45:37,4384
37,37,5187030,17:39:41,00:06:01,17:45:42,3358
146,157,5882120,17:35:55,00:09:57,17:45:52,2727
113,1,5313860,17:15:10,00:30:43,17:45:53,3670
32,17,5187030,17:17:39,00:28:23,17:46:02,1250
147,147,5731900,17:40:34,00:05:38,17:46:12,5594
6,6,5666010,17:26:18,00:20:33,17:46:51,7202
30,1,5313860,17:36:30,00:10:31,17:47:01,8263
113,1,5313860,17:15:55,00:32:07,17:48:02,3588
12,113,5313860,17:18:14,00:30:24,17:48:38,4340
86,108,5882120,17:16:45,00:31:55,17:48:40,5919
5,1,5313860,17:29:10,00:19:39,17:48:49,5387
9,90,6471060,17:40:28,00:08:26,17:48:54,7946
146,157,5882120,17:35:48,00:13:18,17:49:06,5457
146,185,3892850,17:33:56,00:15:37,17:49:33,3722
29,74,5882120,17:42:19,00:07:18,17:49:37,3721
173,173,5120150,16:10:40,01:39:15,17:49:55,5771
45,58,6042050,17:10:36,00:39:46,17:50:22,1346
32,17,5187030,17:23:20,00:27:36,17:50:56,1163
58,142,5731900,17:35:01,00:16:08,17:51:09,4414
5,160,5192240,16:34:02,01:17:09,17:51:11,2159
73,135,6234420,17:26:01,00:25:30,17:51:31,7407
56,1,5313860,17:24:48,00:26:45,17:51:33,1063
8,58,6042050,17:12:01,00:39:34,17:51:35,1550
68,58,6042050,16:59:24,00:52:21,17:51:45,2994
32,17,5187030,17:28:29,00:23:19,17:51:48,8001
38,59,5810010,17:37:42,00:14:13,17:51:55,5522
88,83,6394240,17:40:24,00:11:43,17:52:07,6124
21,21,5605040,17:22:29,00:29:40,17:52:09,7031
146,157,5882120,17:41:15,00:10:56,17:52:11,4992
160,14,2872630,17:22:31,00:29:45,17:52:16,2111
12,9,5313860,17:28:03,00:24:16,17:52:19,1763
12,1,5313860,17:42:17,00:10:09,17:52:26,2514
113,1,5313860,17:03:31,00:49:19,17:52:50,5885
146,157,5882120,17:41:22,00:11:32,17:52:54,4444
9,18,6248700,17:18:11,00:34:57,17:53:08,4014
32,17,5187030,17:28:11,00:25:09,17:53:20,7714
108,154,4595530,16:16:29,01:36:54,17:53:23,7884
146,157,5882120,17:45:00,00:08:48,17:53:48,2211
20,142,5965780,17:39:43,00:14:14,17:53:57,4902
90,59,5585920,17:41:38,00:12:34,17:54:12,6774
146,157,5882120,17:44:17,00:10:11,17:54:28,2469
110,121,6032930,17:44:58,00:09:43,17:54:41,7818
87,29,5572600,17:25:44,00:29:26,17:55:10,1022
107,107,3073820,17:26:08,00:29:04,17:55:12,7044
33,117,5170700,17:23:53,00:31:42,17:55:35,6118
143,143,5114810,17:43:44,00:12:00,17:55:44,4645
195,195,3073820,17:49:54,00:05:59,17:55:53,8337
160,9,5825040,16:24:28,01:31:34,17:56:02,2597
39,58,6042050,17:07:57,00:48:07,17:56:04,2934
94,44,6313170,16:55:03,01:01:24,17:56:27,2102
141,116,6248700,17:34:26,00:22:37,17:57:03,6080
146,157,5882120,17:44:23,00:12:41,17:57:04,8536
84,144,3122830,17:44:36,00:12:41,17:57:17,6598
156,156,5294010,16:56:33,01:00:48,17:57:21,4535
8,116,6248700,17:37:28,00:19:59,17:57:27,6388
117,117,5664960,17:49:42,00:08:38,17:58:20,1295
97,131,3892850,17:00:55,00:57:36,17:58:31,8457
102,87,5955230,17:27:17,00:31:18,17:58:35,3826
192,76,5955230,17:47:25,00:11:14,17:58:39,8901
21,21,6211030,17:50:06,00:08:47,17:58:53,7744
149,70,5925780,17:15:44,00:43:49,17:59:33,4416
88,27,5529760,17:46:31,00:13:22,17:59:53,4216
75,72,1895160,17:13:57,00:46:05,18:00:02,7825
137,129,5641780,17:10:38,00:49:59,18:00:37,5953
17,188,5440160,17:50:41,00:09:57,18:00:38,3241
146,157,5882120,17:49:50,00:11:01,18:00:51,6206
116,9,6248700,16:42:05,01:18:56,18:01:01,2407
22,119,5810010,17:48:42,00:12:26,18:01:08,5197
146,157,5882120,17:49:34,00:11:38,18:01:12,3959
28,157,5882120,17:50:26,00:10:56,18:01:22,5627
191,17,5187030,17:43:01,00:18:36,18:01:37,3002
64,1,5656970,17:07:38,00:54:23,18:02:01,1785
146,157,5882120,17:51:28,00:10:34,18:02:02,6680
166,1,5313860,17:51:13,00:11:02,18:02:15,2961
67,49,5882120,17:53:25,00:08:52,18:02:17,6759
33,117,5170700,17:26:12,00:36:12,18:02:24,2241
146,157,5882120,17:52:26,00:10:06,18:02:32,7894
77,58,6042050,17:13:56,00:48:52,18:02:48,4074
109,125,5097280,17:52:55,00:10:04,18:02:59,4957
113,1,5313860,17:35:53,00:27:26,18:03:19,8209
88,83,6394240,17:49:52,00:13:32,18:03:24,6303
199,157,5882120,17:53:22,00:10:37,18:03:59,2152
1,89,5440160,17:54:13,00:10:27,18:04:40,5289
68,58,6042050,17:17:50,00:46:51,18:04:41,3606
76,175,5955230,17:52:05,00:12:40,18:04:45,5240
68,58,6042050,17:29:09,00:35:38,18:04:47,7518
28,157,5882120,17:55:44,00:09:09,18:04:53,3646
5,5,5780390,17:59:02,00:06:31,18:05:33,5477
28,157,5882120,17:57:09,00:08:41,18:05:50,7511
7,17,5187030,17:46:44,00:19:09,18:05:53,5372
38,58,6042050,17:26:04,00:40:30,18:06:34,7006
33,194,5965780,17:46:11,00:20:30,18:06:41,7157
68,1,5509730,17:07:18,00:59:30,18:06:48,7988
167,167,4983570,16:26:27,01:40:27,18:06:54,8024
28,157,5882120,17:58:41,00:08:21,18:07:02,1200
114,26,2872630,16:36:09,01:31:15,18:07:24,1337
88,83,6394240,17:53:09,00:14:46,18:07:55,8326
41,28,5095550,17:57:09,00:10:47,18:07:56,6344
154,56,5731900,16:58:55,01:09:20,18:08:15,4540
174,116,6248700,17:55:32,00:12:48,18:08:20,2779
29,188,5572600,17:53:17,00:15:13,18:08:30,4743
117,187,5120150,17:30:17,00:38:59,18:09:16,5398
14,14,5158790,17:18:55,00:50:36,18:09:31,5326
1,9,5313860,17:55:55,00:13:36,18:09:31,1831
76,175,5955230,17:59:48,00:09:43,18:09:31,5434
33,200,5751430,17:18:17,00:51:16,18:09:33,1247
44,182,5735920,17:44:44,00:25:51,18:10:35,3837
56,9,5313860,17:49:54,00:20:43,18:10:37,3601
146,157,5882120,18:00:30,00:10:28,18:10:58,3055
79,126,1764650,17:48:17,00:22:52,18:11:09,2235
121,127,6155360,17:49:25,00:21:55,18:11:20,3954
163,83,6394240,17:57:24,00:13:59,18:11:23,4185
117,1,5170700,17:40:54,00:30:37,18:11:31,2061
58,14,5869150,17:01:01,01:10:34,18:11:35,8875
146,157,5882120,18:02:18,00:09:18,18:11:36,2469
28,157,5882120,18:00:59,00:10:45,18:11:44,8197
73,135,6234420,17:32:26,00:39:25,18:11:51,1183
148,166,5731900,17:03:47,01:08:43,18:12:30,8921
195,195,3073820,18:01:06,00:11:26,18:12:32,2996
32,68,5126030,18:03:54,00:08:56,18:12:50,5289
146,157,5882120,18:02:22,00:10:41,18:13:03,5002
8,8,5817340,17:14:43,00:58:30,18:13:13,3220
84,84,3122830,17:49:55,00:23:21,18:13:16,5869
111,8,5783160,16:38:13,01:35:04,18:13:17,2779
62,194,5965780,17:43:07,00:30:24,18:13:31,5259
76,175,5955230,17:58:47,00:14:56,18:13:43,6513
146,91,6434870,18:01:15,00:13:10,18:14:25,7081
109,109,5097280,17:26:09,00:48:23,18:14:32,5375
13,83,6394240,18:03:21,00:12:16,18:15:37,5164
28,157,5882120,18:07:09,00:09:06,18:16:15,8525
28,157,5882120,18:06:59,00:09:28,18:16:27,7316
163,83,6394240,18:06:31,00:10:10,18:16:41,1850
9,167,5440160,16:50:18,01:26:42,18:17:00,2242
33,58,6042050,17:49:04,00:27:59,18:17:03,1986
89,9,5440160,17:21:16,00:55:47,18:17:03,7023
18,186,5666010,17:52:48,00:24:47,18:17:35,7669
93,72,1895160,18:05:02,00:12:33,18:17:35,5321
146,157,5882120,18:08:07,00:09:41,18:17:48,7161
76,175,5955230,18:10:23,00:08:38,18:19:01,4507
13,83,6394240,18:08:18,00:10:52,18:19:10,1838
8,167,4983570,17:49:47,00:29:26,18:19:13,2298
194,93,3126850,17:54:05,00:25:15,18:19:20,6956
174,116,6248700,18:08:09,00:11:31,18:19:40,8832
163,83,6394240,18:10:15,00:09:40,18:19:55,5153
33,30,5751430,17:34:04,00:45:53,18:19:57,8896
181,193,6248700,17:08:02,01:12:14,18:20:16,5336
146,157,5882120,18:02:21,00:18:06,18:20:27,1283
199,157,5882120,18:10:41,00:10:01,18:20:42,3844
26,111,2872630,18:12:33,00:08:14,18:20:47,3527
76,175,5955230,18:11:52,00:09:44,18:21:36,1623
88,83,6394240,17:54:16,00:27:36,18:21:52,3247
146,157,5882120,18:11:51,00:10:31,18:22:22,5825
12,30,5810010,18:12:39,00:09:48,18:22:27,8454
121,110,6032930,18:14:10,00:08:21,18:22:31,7416
39,150,5605040,17:26:36,00:56:52,18:23:28,3954
131,37,6112850,18:13:19,00:10:27,18:23:46,1000
30,69,5313860,17:59:28,00:24:30,18:23:58,3907
1,81,5023190,17:53:22,00:31:23,18:24:45,7777
89,56,5440160,18:07:37,00:17:34,18:25:11,3541
110,59,5430170,18:15:14,00:10:06,18:25:20,8814
1,1,6556000,18:10:44,00:14:42,18:25:26,8230
84,174,5529760,18:07:44,00:18:14,18:25:58,2932
166,189,5731900,17:35:14,00:50:45,18:25:59,2779
146,174,6434870,17:25:22,01:00:38,18:26:00,8917
88,45,6394240,17:58:06,00:28:03,18:26:09,6013
76,95,5955230,18:16:20,00:09:54,18:26:14,7024
111,160,2872630,15:37:27,02:48:56,18:26:23,5761
24,17,5187030,18:05:23,00:22:25,18:27:48,1641
9,9,6248700,18:16:57,00:11:47,18:28:44,6431
109,20,5097280,18:18:41,00:10:19,18:29:00,3515
73,135,6234420,17:57:42,00:31:20,18:29:02,4366
76,95,5955230,18:19:18,00:09:46,18:29:04,6722
76,175,5955230,18:18:25,00:10:50,18:29:15,3081
152,57,5845310,18:11:58,00:17:19,18:29:17,8164
167,29,5440160,18:22:03,00:07:30,18:29:33,7875
163,33,5751430,18:16:20,00:13:41,18:30:01,2097
32,68,5126030,18:22:05,00:07:59,18:30:04,3616
13,96,5572600,18:21:38,00:08:30,18:30:08,1282
21,21,5605040,17:59:36,00:30:40,18:30:16,1795
169,18,5836690,18:07:57,00:23:09,18:31:06,4770
97,157,5882120,18:10:56,00:21:12,18:32:08,4070
27,46,5170700,18:00:17,00:31:58,18:32:15,5907
27,174,5529760,18:17:04,00:15:39,18:32:43,8713
158,158,5945340,16:45:35,01:47:24,18:32:59,3155
94,94,5674730,17:38:29,00:54:35,18:33:04,6645
68,68,5126030,18:27:30,00:05:56,18:33:26,5598
21,21,3430190,17:16:57,01:16:47,18:33:44,2730
173,173,5071730,18:25:13,00:09:33,18:34:46,4487
87,187,5111540,18:26:55,00:08:08,18:35:03,8296
73,135,6234420,18:03:33,00:32:03,18:35:36,6773
1,191,5509730,18:14:57,00:21:01,18:35:58,8247
119,1,5810010,18:29:22,00:07:05,18:36:27,2994
6,73,5666010,17:42:21,00:54:19,18:36:40,2817
20,109,5097280,18:22:56,00:13:53,18:36:49,3015
76,175,5955230,18:27:05,00:10:07,18:37:12,7741
174,174,5529760,18:16:06,00:22:06,18:38:12,7194
84,174,5529760,18:23:28,00:14:45,18:38:13,4384
89,177,5440160,17:48:22,00:50:03,18:38:25,6564
121,82,6032930,18:25:21,00:13:18,18:38:39,5184
199,157,5882120,18:27:47,00:11:08,18:38:55,5977
22,193,2069250,18:21:33,00:17:40,18:39:13,5391
22,69,5810010,18:18:16,00:21:20,18:39:36,1629
84,88,5529760,18:23:03,00:16:37,18:39:40,4759
146,157,5882120,18:29:30,00:10:12,18:39:42,8209
6,135,6234420,18:10:10,00:29:46,18:39:56,2295
93,6,5666010,18:10:03,00:30:23,18:40:26,1480
59,93,3126850,18:15:01,00:25:48,18:40:49,1154
155,107,5605040,18:23:22,00:17:42,18:41:04,1558
67,157,5882120,18:16:36,00:24:37,18:41:13,1948
174,46,5170700,18:15:15,00:25:59,18:41:14,3513
20,20,5097280,18:19:28,00:22:02,18:41:30,5917
36,12,5731900,16:37:23,02:04:21,18:41:44,8934
46,192,1895160,18:18:23,00:23:27,18:41:50,5761
174,21,5605040,18:02:11,00:39:40,18:41:51,2817
29,87,5572600,18:23:15,00:18:52,18:42:07,7995
69,12,5925780,18:28:07,00:14:57,18:43:04,5933
186,186,4841520,17:38:36,01:04:38,18:43:14,4720
8,167,4983570,18:13:55,00:29:38,18:43:33,1855
22,116,2069250,18:21:42,00:22:09,18:43:51,8379
1,81,5023190,18:16:37,00:27:36,18:44:13,3941
84,174,5529760,18:28:34,00:15:55,18:44:29,2107
83,174,5529760,18:29:02,00:15:33,18:44:35,8784
33,115,5313860,18:33:10,00:11:46,18:44:56,1843
79,18,5071730,18:21:41,00:23:44,18:45:25,7479
84,174,5529760,18:26:37,00:19:15,18:45:52,5183
21,107,5605040,18:31:41,00:15:04,18:46:45,6970
11,174,5529760,18:37:29,00:10:12,18:47:41,8894
191,191,6112850,18:11:46,00:36:14,18:48:00,1734
184,67,6109620,18:33:00,00:15:10,18:48:10,8078
95,19,5731900,18:13:21,00:35:12,18:48:33,3838
22,191,5509730,18:33:17,00:15:28,18:48:45,3487
104,31,6109620,18:29:19,00:19:38,18:48:57,4022
28,196,5666010,18:18:41,00:30:40,18:49:21,2542
84,174,5529760,18:32:37,00:16:48,18:49:25,5768
12,64,5313860,18:42:17,00:07:13,18:49:30,1149
73,173,6234420,18:32:25,00:17:08,18:49:33,2433
8,131,3892850,18:21:42,00:27:57,18:49:39,3549
29,29,5187030,18:43:35,00:06:22,18:49:57,4132
163,83,6394240,18:40:56,00:09:08,18:50:04,7850
174,165,5072780,18:27:18,00:22:50,18:50:08,5116
100,69,1895160,18:29:42,00:21:17,18:50:59,5404
1,1,5440160,17:58:48,00:52:38,18:51:26,3390
84,174,5529760,18:40:37,00:11:03,18:51:40,5703
1,53,5656970,18:08:12,00:43:31,18:51:43,8654
150,72,6244540,17:08:48,01:43:05,18:51:53,3573
84,174,5529760,18:40:55,00:12:19,18:53:14,7910
141,41,5605040,18:28:13,00:25:02,18:53:15,1587
76,95,5955230,18:42:46,00:10:47,18:53:33,4427
165,154,5338480,18:33:03,00:21:00,18:54:03,4699
117,117,5664960,18:44:30,00:09:34,18:54:04,8871
32,117,5120150,16:20:59,02:33:06,18:54:05,7598
6,135,6234420,18:17:12,00:37:09,18:54:21,3826
95,194,5351960,18:12:39,00:41:54,18:54:33,4915
76,175,5955230,18:41:01,00:13:53,18:54:54,4279
116,9,6248700,18:42:07,00:13:22,18:55:29,4994
23,106,5338480,18:20:47,00:35:00,18:55:47,3794
56,89,5440160,18:40:32,00:15:42,18:56:14,4371
10,129,5641780,17:54:40,01:01:59,18:56:39,1610
77,77,5965780,18:51:59,00:05:12,18:57:11,7971
50,12,5925780,18:23:30,00:33:53,18:57:23,7032
84,174,5529760,18:43:38,00:14:12,18:57:50,8999
115,9,5313860,18:33:21,00:24:35,18:57:56,5110
73,135,6234420,17:42:43,01:15:30,18:58:13,1790
165,37,6112850,18:36:20,00:22:20,18:58:40,1210
193,90,6248700,18:20:53,00:38:20,18:59:13,1196
149,106,6200670,18:51:39,00:07:55,18:59:34,4266
154,59,5430170,18:50:40,00:09:09,18:59:49,1039
186,30,5666010,18:23:24,00:36:44,19:00:08,1871
96,33,5751430,18:45:35,00:14:41,19:00:16,5983
38,119,5810010,18:16:39,00:43:38,19:00:17,6318
148,61,3502890,18:44:26,00:16:10,19:00:36,5484
45,133,5529070,18:25:42,00:35:38,19:01:20,5788
85,110,5572600,18:54:27,00:07:19,19:01:46,7603
84,174,5529760,18:50:37,00:11:20,19:01:57,4994
84,174,5529760,18:50:28,00:11:41,19:02:09,3397
177,9,5440160,18:08:44,00:54:00,19:02:44,2235
26,148,5731900,17:25:35,01:37:11,19:02:46,2211
166,101,5731900,18:19:47,00:44:07,19:03:54,6557
159,159,6200670,17:13:37,01:50:21,19:03:58,6944
69,90,5585920,18:52:43,00:11:28,19:04:11,8075
121,91,2796960,18:17:03,00:47:35,19:04:38,1835
158,5,6032930,18:10:16,00:54:24,19:04:40,6400
144,144,3122830,18:53:16,00:11:40,19:04:56,7489
147,75,5731900,17:25:37,01:39:27,19:05:04,7545
154,69,5430170,18:58:20,00:07:18,19:05:38,2946
59,32,3502890,18:34:53,00:30:59,19:05:52,3637
32,17,5187030,18:45:02,00:21:19,19:06:21,6400
50,77,3126850,18:09:07,00:57:18,19:06:25,8698
192,47,1895160,18:55:36,00:11:26,19:07:02,4831
59,129,2274020,18:40:35,00:27:28,19:08:03,4626
175,117,5664960,18:43:03,00:25:57,19:09:00,2529
177,9,5440160,18:44:18,00:24:55,19:09:13,1123
76,175,5955230,18:59:35,00:09:40,19:09:15,1791
14,182,5735920,19:00:47,00:08:40,19:09:27,1253
76,175,5955230,18:57:21,00:13:16,19:10:37,3581
109,121,6032930,18:58:50,00:11:57,19:10:47,3080
142,194,5965780,18:57:32,00:14:04,19:11:36,5856
122,20,4883640,18:52:20,00:19:19,19:11:39,2342
72,161,1895160,18:46:12,00:26:04,19:12:16,6504
76,175,5955230,19:02:58,00:09:40,19:12:38,6055
9,89,5751430,16:58:47,02:13:53,19:12:40,1799
189,181,5810010,18:34:36,00:38:15,19:12:51,6157
168,164,5071730,17:52:39,01:20:40,19:13:19,1699
120,93,5817340,18:30:17,00:43:10,19:13:27,2451
20,109,5097280,19:00:55,00:12:33,19:13:28,2706
150,95,5955230,18:57:48,00:16:03,19:13:51,3774
178,57,1895160,18:43:08,00:30:52,19:14:00,5183
12,161,5731900,17:53:00,01:21:21,19:14:21,5824
29,158,5945340,18:47:20,00:27:18,19:14:38,5464
99,44,6032930,18:11:37,01:03:05,19:14:42,6183
110,14,5430170,18:52:13,00:22:31,19:14:44,8094
57,169,1895160,18:31:36,00:43:09,19:14:45,1386
126,159,5637910,17:32:43,01:42:37,19:15:20,1823
127,127,5674730,19:05:50,00:09:35,19:15:25,6060
76,175,5955230,19:05:10,00:10:19,19:15:29,4074
25,129,5641780,19:01:10,00:14:23,19:15:33,3351
40,172,5120150,17:12:06,02:04:13,19:16:19,4095
17,29,5187030,19:07:33,00:09:00,19:16:33,8136
110,121,6032930,19:06:56,00:10:02,19:16:58,2247
87,188,5945340,18:58:41,00:18:29,19:17:10,2994
89,9,5440160,18:20:34,00:56:58,19:17:32,2041
8,89,5440160,18:41:23,00:36:15,19:17:38,8337
56,122,5731900,18:30:02,00:47:41,19:17:43,7692
73,135,6234420,18:45:28,00:35:03,19:20:31,6157
183,183,4300980,18:53:29,00:27:17,19:20:46,7344
64,113,5313860,18:55:30,00:25:25,19:20:55,4661
109,109,5097280,19:04:51,00:16:19,19:21:10,8576
200,200,6248700,18:39:23,00:43:24,19:22:47,5593
29,87,5674730,18:37:23,00:46:29,19:23:52,3214
14,177,5097280,17:11:03,02:13:19,19:24:22,5660
150,117,6200670,19:16:41,00:08:50,19:25:31,7197
89,9,5440160,18:29:11,00:56:33,19:25:44,8945
152,111,4971330,18:45:10,00:40:40,19:25:50,3513
85,9,4485570,19:15:52,00:09:58,19:25:50,3921
32,17,5187030,19:03:15,00:22:39,19:25:54,2924
113,74,5923390,19:02:53,00:23:13,19:26:06,5719
110,14,5430170,19:00:15,00:26:10,19:26:25,7202
8,58,6042050,18:36:35,00:50:38,19:27:13,6075
120,86,4987430,18:38:17,00:48:59,19:27:16,8592
42,76,5955230,19:17:34,00:09:44,19:27:18,3171
182,160,3771690,19:04:01,00:23:22,19:27:23,6262
161,74,5187030,19:01:10,00:26:25,19:27:35,1294
17,17,5187030,19:21:13,00:06:30,19:27:43,8079
146,8,6434870,18:58:58,00:28:56,19:27:54,8671
184,41,6109620,19:17:55,00:10:54,19:28:49,4845
136,99,5097280,19:21:55,00:07:19,19:29:14,1413
183,183,4300980,18:46:13,00:43:43,19:29:56,8864
174,193,2069250,19:17:13,00:13:17,19:30:30,6091
9,56,5313860,19:14:03,00:17:02,19:31:05,5718
25,109,5097280,19:20:23,00:10:57,19:31:20,2976
117,174,5170700,19:01:36,00:30:23,19:31:59,1377
163,155,5605040,19:03:33,00:28:54,19:32:27,1431
8,8,6042050,19:22:48,00:10:09,19:32:57,5330
74,17,5187030,19:00:33,00:32:26,19:32:59,8256
183,183,4300980,19:00:11,00:32:52,19:33:03,8197
29,87,5572600,18:19:46,01:13:18,19:33:04,7454
17,17,5187030,19:27:47,00:06:02,19:33:49,4043
135,62,5731900,18:42:29,00:52:19,19:34:48,3035
154,59,5430170,19:24:29,00:11:13,19:35:42,8777
17,175,5955230,19:11:36,00:24:15,19:35:51,7247
96,121,4917160,19:24:02,00:12:01,19:36:03,4648
200,116,6248700,18:53:10,00:43:38,19:36:48,4022
9,9,5751430,19:18:44,00:18:23,19:37:07,4959
156,9,5440160,18:15:12,01:21:57,19:37:09,5527
30,172,5666010,19:06:28,00:31:27,19:37:55,7000
182,160,3771690,19:21:29,00:16:34,19:38:03,3500
32,45,3502890,19:29:31,00:08:42,19:38:13,7486
116,193,6248700,19:25:16,00:13:11,19:38:27,1874
170,9,5570850,19:21:49,00:17:07,19:38:56,7287
33,115,5751430,18:34:50,01:04:06,19:38:56,1597
33,33,5751430,18:24:18,01:15:03,19:39:21,6253
46,49,1895160,19:05:35,00:33:58,19:39:33,4992
32,68,5126030,19:26:36,00:13:02,19:39:38,8888
76,175,5955230,19:26:35,00:13:42,19:40:17,6378
66,142,5925780,19:30:21,00:10:36,19:40:57,2596
121,91,2796960,19:00:44,00:40:34,19:41:18,8527
129,70,5641780,19:33:35,00:07:54,19:41:29,5474
147,12,5925780,19:02:55,00:38:51,19:41:46,1879
23,196,5666010,19:19:16,00:23:51,19:43:07,6940
144,144,6273490,19:37:14,00:06:07,19:43:21,5503
30,12,5751430,18:39:37,01:04:33,19:44:10,8622
96,129,4917160,19:27:43,00:16:40,19:44:23,5068
32,117,5120150,17:17:29,02:27:26,19:44:55,5807
76,175,5955230,19:33:20,00:12:06,19:45:26,2877
84,27,5529760,19:31:31,00:14:39,19:46:10,2590
25,129,5641780,19:31:17,00:15:02,19:46:19,8438
59,194,5965780,19:33:02,00:13:24,19:46:26,3726
161,161,5187030,19:37:40,00:08:50,19:46:30,1802
90,116,5751430,19:36:42,00:09:50,19:46:32,7842
182,182,5097280,19:27:40,00:19:18,19:46:58,5913
21,107,5605040,17:55:20,01:52:07,19:47:27,7398
72,72,1895160,19:29:44,00:17:49,19:47:33,4832
191,68,5126030,19:37:59,00:10:09,19:48:08,2736
33,145,5529070,19:21:38,00:26:54,19:48:32,1759
20,109,5097280,19:33:21,00:15:14,19:48:35,7140
174,200,2069250,19:34:38,00:14:08,19:48:46,7108
40,45,3502890,19:41:28,00:07:22,19:48:50,3346
5,191,5509730,18:59:37,00:49:40,19:49:17,7305
